snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold,condition_id,architecture,n_sites,theta1,hidden_size,seed,snapshot_entropy
18,1.2,0.9146007288323208,1.8844835805892943,1.8172439336776733,0.7692318602510182,0.5063906243558571,9.0,N6_th2.00_archmade_h48_s17,made,6,2.0,48,17,0.1408822623690095
36,2.4,1.063163937015629,2.225605344772339,2.23099946975708,0.9067905247304039,0.5479300317969922,11.0,N6_th2.00_archmade_h48_s17,made,6,2.0,48,17,0.1867823748063163
54,3.6,0.9125087825727354,1.9182829666137695,1.8846803903579712,0.8281714661058945,0.5219223140533591,10.0,N6_th2.00_archmade_h48_s17,made,6,2.0,48,17,0.19290423191568273
72,4.8,0.9751011728178831,1.8734963703155518,1.9448027610778809,0.7622303404637089,0.49641902128263715,10.0,N6_th2.00_archmade_h48_s17,made,6,2.0,48,17,0.19579093751309315
90,6.0,1.0523714152575945,1.9820910501480102,1.9368313550949097,0.6468720922470561,0.464549594404447,10.0,N6_th2.00_archmade_h48_s17,made,6,2.0,48,17,0.1881153305116463
0,0.0,1.0084901620272682,1.8365626430511475,1.8706274032592773,0.7141781829547824,0.46533410497856437,10.0,N6_th2.00_archmade_h48_s23,made,6,2.0,48,23,0.2280723134575696
18,1.2,0.9146007288323208,1.8571470642089845,1.842222809791565,0.7678914631471074,0.5216854598254368,10.0,N6_th2.00_archmade_h48_s23,made,6,2.0,48,23,0.1408822623690095
36,2.4,1.063163937015629,2.090333957672119,2.0574655532836914,0.7618486110213785,0.5086495597373417,10.0,N6_th2.00_archmade_h48_s23,made,6,2.0,48,23,0.1867823748063163
54,3.6,0.9125087825727354,1.7992735958099366,1.799857497215271,0.7459115702491795,0.5036877558896606,9.0,N6_th2.00_archmade_h48_s23,made,6,2.0,48,23,0.19290423191568273
72,4.8,0.9751011728178831,1.982442970275879,2.1207690238952637,0.8732296340167626,0.5380777385665354,11.0,N6_th2.00_archmade_h48_s23,made,6,2.0,48,23,0.19579093751309315
90,6.0,1.0523714152575945,2.298458776473999,2.367908000946045,0.9691877356744109,0.5722043916130286,14.0,N6_th2.00_archmade_h48_s23,made,6,2.0,48,23,0.1881153305116463
